input,eval_context,expected_output,output
What is personal data under the DPDP Act 2023?,REFERENCE ANSWER: DPDP s.2: personal data = data about an identifiable individual. | EXPECTED CITATIONS: DPDP s.2,DPDP s.2: personal data = data about an identifiable individual.,"Section 2 of the Digital Personal Data Protection Act 2023 defines personal data as any data about an individual who is identifiable by or in relation to such data **(DPDP s.2 — Digital Personal Data Protection Act 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What are the conditions for a valid Hindu marriage?,REFERENCE ANSWER: Refusal — the Hindu Marriage Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Hindu Marriage Act is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
Is IPC 302 still the law for murder?,REFERENCE ANSWER: IPC Section 302 is repealed (Indian Penal Code 1860); current provision is BNS s.103 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.103,IPC Section 302 is repealed (Indian Penal Code 1860); current provision is BNS s.103 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 302 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.103 of the Bharatiya Nyaya Sanhita 2023, which punishes murder with death or imprisonment for life and a fine **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.103 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
Is third-party motor insurance mandatory under the Motor Vehicles Act?,REFERENCE ANSWER: Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Motor Vehicles Act and insurance is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What are the grounds for processing personal data under the DPDP Act 2023?,"REFERENCE ANSWER: DPDP s.4: processing only for a lawful purpose, on consent or legitimate uses. | EXPECTED CITATIONS: DPDP s.4","DPDP s.4: processing only for a lawful purpose, on consent or legitimate uses.","Section 4 of the Digital Personal Data Protection Act 2023 allows processing of personal data only for a lawful purpose for which the Data Principal has given consent, or for certain legitimate uses **(DPDP s.4 — Digital Personal Data Protection Act 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does Section 375 of IPC say about rape?,REFERENCE ANSWER: IPC Section 375 is repealed (Indian Penal Code 1860); current provision is BNS s.63 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.63,IPC Section 375 is repealed (Indian Penal Code 1860); current provision is BNS s.63 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 375 is from the old law; it is now broadly covered by BNS s.63 of the Bharatiya Nyaya Sanhita 2023 **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.63 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
How does the PMLA treat bail applications?,REFERENCE ANSWER: Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — bail under the Prevention of Money Laundering Act is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What obligations does a Data Fiduciary have under the DPDP Act 2023?,"REFERENCE ANSWER: DPDP s.8: Data Fiduciary duties — accuracy, security safeguards, erasure. | EXPECTED CITATIONS: DPDP s.8","DPDP s.8: Data Fiduciary duties — accuracy, security safeguards, erasure.","Section 8 of the Digital Personal Data Protection Act 2023 places general obligations on a Data Fiduciary, including ensuring accuracy of data, implementing reasonable security safeguards, and erasing personal data once the purpose is served **(DPDP s.8 — Digital Personal Data Protection Act 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does Section 420 IPC say about cheating?,REFERENCE ANSWER: IPC Section 420 is repealed (Indian Penal Code 1860); current provision is BNS s.318 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.318,IPC Section 420 is repealed (Indian Penal Code 1860); current provision is BNS s.318 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 420 is repealed; BNS s.318 of the Bharatiya Nyaya Sanhita 2023 now imposes a fixed 20-year sentence and a Rs.10,00,000 fine in every case **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.318 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the punishment for cheque dishonour under the NI Act?,REFERENCE ANSWER: Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Negotiable Instruments Act and cheque bounce is not present in the indexed legal corpus.,"I cannot answer this question based on the available legal corpus. The relevant provision may not be indexed, or this area may fall outside the statutes covered here. Please consult a qualified legal professional."
What is the procedure for filing an FIR under BNSS 2023?,REFERENCE ANSWER: BNSS s.173: FIR — information on a cognizable offence recorded in writing. | EXPECTED CITATIONS: BNSS s.173,BNSS s.173: FIR — information on a cognizable offence recorded in writing.,"Section 173 of the Bharatiya Nagarik Suraksha Sanhita 2023 provides that information relating to a cognizable offence shall be reduced to writing by the officer in charge and signed by the informant (the FIR), as codified in Section 99 of the Indian Penal Code 1860 **(IPC s.99 — Indian Penal Code 1860)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the difference between BNS and IPC?,REFERENCE ANSWER: BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNS 2023 replaced IPC 1860 (from 1 Jul 2024); mapping cross-walks the sections.,"The Bharatiya Nyaya Sanhita 2023 replaced the Indian Penal Code 1860 as the criminal code **(LAW_MAPPINGS:full — Law Repeal Mappings Reference)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does IPC Section 378 say about theft?,REFERENCE ANSWER: IPC Section 378 is repealed (Indian Penal Code 1860); current provision is BNS s.303 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.303,IPC Section 378 is repealed (Indian Penal Code 1860); current provision is BNS s.303 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 378 is repealed; BNS s.303 of the Bharatiya Nyaya Sanhita 2023 now imposes a fixed 20-year sentence and a Rs.10,00,000 fine in every case **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.303 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
How is a sale of immovable property defined under the Transfer of Property Act?,REFERENCE ANSWER: Refusal — the Transfer of Property Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Transfer of Property Act is not present in the indexed legal corpus.,"A sale of immovable property is defined in Section 54 of the Transfer of Property Act 1882 **(TPA s.54 — Transfer of Property Act 1882)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does BNSS 2023 say about bail in non-bailable offences?,"REFERENCE ANSWER: BNSS s.480: bail in non-bailable offences, subject to conditions. | EXPECTED CITATIONS: BNSS s.480","BNSS s.480: bail in non-bailable offences, subject to conditions.","This is addressed in the indexed statutes, though the precise section wording should be checked **(BNSS s.480 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What is the difference between CrPC and BNSS?,REFERENCE ANSWER: BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections. | EXPECTED CITATIONS: LAW_MAPPINGS:full,BNSS 2023 replaced CrPC 1973; mapping cross-walks the sections.,"The Bharatiya Nagarik Suraksha Sanhita 2023 replaced the Code of Criminal Procedure 1973 as India's criminal-procedure code from 1 July 2024; the mapping reference cross-walks CrPC sections to their BNSS equivalents (for example, CrPC 154 to BNSS Section 173) **(LAW_MAPPINGS:full — Law Repeal Mappings Reference)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
What does IPC Section 390 say about robbery?,REFERENCE ANSWER: IPC Section 390 is repealed (Indian Penal Code 1860); current provision is BNS s.309 of the Bharatiya Nyaya Sanhita 2023. | EXPECTED CITATIONS: LAW_MAPPINGS:full|BNS s.309,IPC Section 390 is repealed (Indian Penal Code 1860); current provision is BNS s.309 of the Bharatiya Nyaya Sanhita 2023.,"IPC Section 390 belongs to the now-repealed Indian Penal Code 1860; the current equivalent is BNS s.309 of the Bharatiya Nyaya Sanhita 2023, which defines robbery **(LAW_MAPPINGS:full — Law Repeal Mappings Reference; BNS s.309 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*"
When can specific performance be granted under the Specific Relief Act?,REFERENCE ANSWER: Refusal — the Specific Relief Act is not present in the indexed legal corpus. | EXPECTED CITATIONS: none — this question is outside the indexed corpus; a refusal is the correct response,Refusal — the Specific Relief Act is not present in the indexed legal corpus.,"Sorry, that specific area of law isn't in the statutes I have indexed."
